strain,husb,husb_group,animal_type,sample_type,genus,CRE,ESBL,MAR,MAR_profile,AUG,AMP,AZI,FAZ,FEP,FOT,FOX,POD,TAZ,AXO,CEP,CHL,CIP,GEN,IMP,MEM,NAL,TZP,STR,SUL,FTC,CCV,TET,SXT
Res13-Lact-LEB1-11-b,AF1,AF1-1,sow,manure,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Lact-PEB01-20,AF1,AF1-1,suckler,feces,Escherichia coli,No,Yes,10,AmpFazFotPodTazAxoCepSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Res13-Lact-EB12-33,AF1,AF1-2,sow,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
Res13-Lact-EB12-05,AF1,AF1-2,sow,feces,Escherichia coli,No,Yes,10,AmpFazFotPodTazAxoCepSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1
Res13-Lact-EB13-22,AF1,AF1-2,sow,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
Res13-Lact-EB13-15,AF1,AF1-2,sow,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
Res13-Lact-PEB08-33,AF1,AF1-2,suckler,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Lact-PEB08-01,AF1,AF1-2,suckler,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Lact-PEB09-33,AF1,AF1-2,suckler,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Lact-PEB09-34,AF1,AF1-2,suckler,feces,Escherichia coli,No,Yes,11,AmpFazFotPodTazAxoCepStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1
Res13-Lact-PEB13-33,AF1,AF1-2,suckler,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
Res13-Lact-PEB13-34,AF1,AF1-2,suckler,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
Res13-Lact-PEB14-36,AF1,AF1-2,suckler,feces,Escherichia coli,No,Yes,10,AmpFazFotPodTazAxoCepSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Res13-Lact-EB15-09,AF1,AF1-3,sow,feces,Escherichia coli,No,Yes,11,AmpFazFotFoxPodTazAxoCepSulTetSxt,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1
Res13-Lact-LEB3-09,AF1,AF1-3,sow,manure,Escherichia coli,No,Yes,10,AmpFazFotPodTazAxoCepSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Res13-Lact-LEB3-02,AF1,AF1-3,sow,manure,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepStrSulSxt,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
Res13-Lact-LEB3-27,AF1,AF1-3,sow,manure,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepStrSulSxt,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1
Res13-Lact-LEB3-12,AF1,AF1-3,sow,manure,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepStrSulSxt,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
Res13-Lact-LEB3-20,AF1,AF1-3,sow,manure,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepStrSulSxt,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
Res13-Lact-LEB3-37,AF1,AF1-3,sow,manure,Escherichia fergusonii,No,No,6,AmpFazFotPodAxoCep,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Res13-Lact-PEB17-17,AF1,AF1-3,suckler,feces,Escherichia fergusonii,No,Yes,7,AmpFazFotPodTazAxoCep,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Res13-Lact-PEB17-18,AF1,AF1-3,suckler,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepStrSulSxt,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
Res13-Lact-PEB17-37,AF1,AF1-3,suckler,feces,Escherichia fergusonii,No,No,6,AmpFazFotPodAxoCep,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Res13-Lact-PEB17-36,AF1,AF1-3,suckler,feces,Escherichia coli,No,No,4,AmpStrSulSxt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Res13-Lact-PEB18-16,AF1,AF1-3,suckler,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepStrSulSxt,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
Res13-Lact-PEB20-37,AF1,AF1-3,suckler,feces,Escherichia fergusonii,No,Yes,6,AmpFazFotPodAxoCep,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Res13-Lact-PEB21-38,AF1,AF1-3,suckler,feces,Escherichia fergusonii,No,Yes,6,AmpFazFotPodAxoCep,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Res13-Sevr-PEB21-01,AF1,AF1-3,weaner,feces,Escherichia coli,No,Yes,7,AmpFazFotPodTazAxoCep,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Res13-Lact-ER01-35,AF2,AF2-1,sow,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Lact-ER02-33,AF2,AF2-1,sow,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-ER02-39,AF2,AF2-1,sow,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-ER07-18,AF2,AF2-1,sow,feces,Escherichia coli,No,Yes,10,AmpFazFotPodTazAxoCepNalSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1
Res13-Lact-ER07-19,AF2,AF2-1,sow,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1
Res13-Lact-ER07-27,AF2,AF2-1,sow,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1
Res13-Lact-ER07-29,AF2,AF2-1,sow,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-ER07-09,AF2,AF2-1,sow,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepStrSulTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0
Res13-Lact-ER07-10,AF2,AF2-1,sow,feces,Escherichia coli,No,No,12,AugAmpFazFotFoxPodTazAxoCepStrSulTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0
Res13-Lact-ER07-26,AF2,AF2-1,sow,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-LER1-03,AF2,AF2-1,sow,manure,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Lact-LER1-21,AF2,AF2-1,sow,manure,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-PER01-35,AF2,AF2-1,suckler,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-PER01-36,AF2,AF2-1,suckler,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-PER01-38,AF2,AF2-1,suckler,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-PER01-40,AF2,AF2-1,suckler,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-PER02-33,AF2,AF2-1,suckler,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-PER02-35,AF2,AF2-1,suckler,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-PER02-34,AF2,AF2-1,suckler,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-PER02-36,AF2,AF2-1,suckler,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-PER02-44,AF2,AF2-1,suckler,feces,Escherichia coli,No,Yes,12,AmpFotPodTazAxoCepCipGenStrSulTetSxt,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-PER04-33,AF2,AF2-1,suckler,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-PER04-34,AF2,AF2-1,suckler,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Sevr-LER1-36-a,AF2,AF2-1,weaner,manure,Serratia fonticola,No,No,5,AmpFazPodAxoCep,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Res13-Sevr-LER1-36-b,AF2,AF2-1,weaner,manure,Serratia fonticola,No,No,3,AmpFazCep,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Res13-Sevr-LER1-34,AF2,AF2-1,weaner,manure,Escherichia coli,No,Yes,10,AmpFazFotPodTazAxoCepGenTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Sevr-PER06-5-b,AF2,AF2-1,weaner,feces,Escherichia coli,No,Yes,10,AmpFazFotPodTazAxoCepGenTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Sevr-PER07-33,AF2,AF2-1,weaner,feces,Escherichia coli,No,Yes,8,AmpFazFotPodTazAxoCepSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Lact-LER2-34,AF2,AF2-2,sow,manure,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-LER2-35-a,AF2,AF2-2,sow,manure,Citrobacter braakii,No,No,10,AugAmpFazFotFoxPodTazAxoCepTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Res13-Lact-LER2-35-b,AF2,AF2-2,sow,manure,Citrobacter braakii,No,No,10,AugAmpFazFotFoxPodTazAxoCepTet,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Res13-Lact-PER08-34,AF2,AF2-2,suckler,feces,Escherichia coli,No,Yes,11,AmpFazFotPodTazAxoCepStrSulTetSxt,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1
Res13-Lact-PER09-33,AF2,AF2-2,suckler,feces,Escherichia coli,No,Yes,7,AmpFazFotPodTazAxoCep,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Lact-PER10-32,AF2,AF2-2,suckler,feces,Escherichia coli,No,Yes,5,FotPodTazAxoCep,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-PER12-33,AF2,AF2-2,suckler,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-PER12-34,AF2,AF2-2,suckler,feces,Escherichia coli,No,Yes,10,AmpFazFotPodTazAxoCepSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Res13-Lact-PER13-34,AF2,AF2-2,suckler,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Lact-PER13-36,AF2,AF2-2,suckler,feces,Escherichia coli,No,Yes,8,AmpFazFotPodTazAxoCepSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Res13-Sevr-LER2-35,AF2,AF2-2,weaner,manure,Providencia rettgeri,Yes,No,14,AugAmpFazFepFotFoxPodTazAxoCepGenImpMemTet,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0
Res13-Sevr-LER2-33,AF2,AF2-2,weaner,manure,Providencia rettgeri,Yes,No,13,AugAmpFazFepFotFoxPodTazAxoCepImpMemTet,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0
Res13-Sevr-LER2-36,AF2,AF2-2,weaner,manure,Providencia rettgeri,Yes,No,13,AugAmpFazFepFotFoxPodTazAxoCepImpMemTet,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0
Res13-Sevr-LER2-34,AF2,AF2-2,weaner,manure,Providencia rettgeri,Yes,No,14,AugAmpFazFepFotFoxPodTazAxoCepGenImpMemTet,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0
Res13-Lact-EA04-23,AF3,AF3-1,sow,feces,Escherichia coli,No,Yes,13,AugAmpAziFazFotFoxPodAxoCepChlNalSulSxt,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1
Res13-Lact-EA04-08,AF3,AF3-1,sow,feces,Escherichia coli,No,Yes,11,AmpFazFotPodTazAxoCepStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1
Res13-Lact-EA04-24,AF3,AF3-1,sow,feces,Escherichia coli,No,Yes,11,AmpFazFotPodTazAxoCepStrSulTetSxt,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1
Res13-Lact-EA06-22,AF3,AF3-1,sow,feces,Escherichia coli,No,Yes,11,AmpFazFotPodTazAxoCepStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1
Res13-Lact-EA06-30,AF3,AF3-1,sow,feces,Escherichia coli,No,Yes,10,AmpFazFotPodTazAxoCepStrSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1
Res13-Lact-EA06-23,AF3,AF3-1,sow,feces,Escherichia coli,No,Yes,11,AmpFazFotPodTazAxoCepStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1
Res13-Lact-LEA1-18,AF3,AF3-1,sow,manure,Shewanella putrefaciens group,No,Yes,11,AmpFazFepFotPodTazAxoCepStrSulSxt,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1
Res13-Lact-PEA06-10,AF3,AF3-1,suckler,feces,Escherichia coli,No,Yes,12,AmpFazFotPodTazAxoCepGenStrSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
Res13-Lact-LEA2-09,AF3,AF3-2,sow,manure,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Lact-PEA08-37,AF3,AF3-2,suckler,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Lact-PEA10-41,AF3,AF3-2,suckler,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Lact-PEA12-26,AF3,AF3-2,suckler,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Lact-PEA13-09,AF3,AF3-2,suckler,feces,Escherichia coli,No,Yes,10,AmpFazFotPodTazAxoCepSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Res13-Lact-PEA13-17,AF3,AF3-2,suckler,feces,Escherichia coli,No,Yes,10,AmpFazFotPodTazAxoCepSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Res13-Lact-PEA13-25,AF3,AF3-2,suckler,feces,Escherichia coli,No,Yes,10,AmpFazFotPodTazAxoCepSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Res13-Lact-PEA13-10,AF3,AF3-2,suckler,feces,Escherichia coli,No,Yes,10,AmpFazFotPodTazAxoCepSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Res13-Lact-PEA13-26,AF3,AF3-2,suckler,feces,Escherichia coli,No,Yes,9,AmpFotPodTazAxoCepSulTetSxt,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Res13-Lact-PEA13-11,AF3,AF3-2,suckler,feces,Escherichia coli,No,Yes,10,AmpFazFotPodTazAxoCepSulTetSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Res13-Lact-PEA14-20,AF3,AF3-2,suckler,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepSulSxt,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
Res13-Lact-EA15-10,AF3,AF3-3,sow,feces,Escherichia coli,No,Yes,9,AmpFazFotPodTazAxoCepTetSxt,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
